batsman,out,run,ball,minutes,4s,6s,sr,match_id,batting_position,dismissed
Suyash Prabhudessai,run out (sub [AS Roy]/Suyash Sharma),10,9.0,15,1.0,0.0,111.11,1359510,7,1
Wanindu Hasaranga,c sub (AS Roy) b Russell,5,4.0,11,0.0,0.0,125.00,1359510,8,1
David Willey,not out ,11,10.0,16,1.0,0.0,110.00,1359510,9,0
Vijaykumar Vyshak,not out ,13,8.0,12,0.0,1.0,162.50,1359510,10,0
Rohit Sharma,c & b Pandya,2,8.0,10,0.0,0.0,25.00,1359509,1,1
Ishan Kishan,c Little b Rashid Khan,13,21.0,35,1.0,0.0,61.90,1359509,2,1
Cameron Green, b Noor Ahmad,33,26.0,43,0.0,3.0,126.92,1359509,3,1
Tilak Varma,lbw b Rashid Khan,2,3.0,6,0.0,0.0,66.66,1359509,4,1
Suryakumar Yadav,c & b Noor Ahmad,23,12.0,27,3.0,1.0,191.66,1359509,5,1
Tim David,c Manohar b Noor Ahmad,0,2.0,3,0.0,0.0,0.00,1359509,6,1
Nehal Wadhera,c Mohammed Shami b Sharma,40,21.0,38,3.0,3.0,190.47,1359509,7,1
Piyush Chawla,run out (Saha/Sharma),18,12.0,22,1.0,1.0,150.00,1359509,8,1
Arjun Tendulkar,c Little b Sharma,13,9.0,13,0.0,1.0,144.44,1359509,9,1
Jason Behrendorff,not out ,3,4.0,12,0.0,0.0,75.00,1359509,10,0
Riley Meredith,not out ,0,2.0,2,0.0,0.0,0.00,1359509,11,0
Harry Brook, b Nortje,7,14.0,26,0.0,0.0,50.00,1359508,1,1
Mayank Agarwal,c Aman Hakim Khan b AR Patel,49,39.0,56,7.0,0.0,125.64,1359508,2,1
Rahul Tripathi,c Salt b Sharma,15,21.0,37,0.0,0.0,71.42,1359508,3,1
Abhishek Sharma,c & b Kuldeep Yadav,5,5.0,13,0.0,0.0,100.00,1359508,4,1
Aiden Markram, b AR Patel,3,5.0,11,0.0,0.0,60.00,1359508,5,1
Heinrich Klaasen,c Aman Hakim Khan b Nortje,31,19.0,25,3.0,1.0,163.15,1359508,6,1
Washington Sundar,not out ,24,15.0,30,3.0,0.0,160.00,1359508,7,0
Marco Jansen,not out ,2,3.0,11,0.0,0.0,66.66,1359508,8,0
Narayan Jagadeesan,c Jadeja b Deshpande,1,3.0,9,0.0,0.0,33.33,1359507,1,1
Sunil Narine, b Akash Singh,0,3.0,4,0.0,0.0,0.00,1359507,2,1
Venkatesh Iyer,lbw b Ali,20,20.0,35,2.0,1.0,100.00,1359507,3,1
Nitish Rana,c Gaikwad b Jadeja,27,20.0,38,4.0,1.0,135.00,1359507,4,1
Jason Roy, b Theekshana,61,26.0,35,5.0,5.0,234.61,1359507,5,1
Rinku Singh,not out ,53,33.0,62,3.0,4.0,160.60,1359507,6,0
Andre Russell,c Dube b Pathirana,9,6.0,14,0.0,1.0,150.00,1359507,7,1
David Wiese,lbw b Deshpande,1,2.0,6,0.0,0.0,50.00,1359507,8,1
Umesh Yadav,c Conway b Theekshana,4,4.0,8,0.0,0.0,100.00,1359507,9,1
Varun Chakravarthy,not out ,0,3.0,9,0.0,0.0,0.00,1359507,10,0
Yashasvi Jaiswal,c Kohli b Patel,47,37.0,63,5.0,2.0,127.02,1359506,1,1
Jos Buttler, b Mohammed Siraj,0,2.0,4,0.0,0.0,0.00,1359506,2,1
Devdutt Padikkal,c Kohli b Willey,52,34.0,48,7.0,1.0,152.94,1359506,3,1
Sanju Samson,c Shahbaz Ahmed b Patel,22,15.0,22,2.0,1.0,146.66,1359506,4,1
Shimron Hetmyer,run out (Prabhudessai),3,9.0,30,0.0,0.0,33.33,1359506,5,1
Dhruv Jurel,not out ,34,16.0,35,2.0,2.0,212.50,1359506,6,0
Ravichandran Ashwin,c Prabhudessai b Patel,12,6.0,14,2.0,0.0,200.00,1359506,7,1
Abdul Basith,not out ,1,1.0,2,0.0,0.0,100.00,1359506,8,0
Rohit Sharma,c & b Livingstone,44,27.0,42,4.0,3.0,162.96,1359505,1,1
Ishan Kishan,c Short b Arshdeep Singh,1,4.0,7,0.0,0.0,25.00,1359505,2,1
Cameron Green,c Curran b Ellis,67,43.0,64,6.0,3.0,155.81,1359505,3,1
Suryakumar Yadav,c Taide b Arshdeep Singh,57,26.0,42,7.0,3.0,219.23,1359505,4,1
Tim David,not out ,25,13.0,34,0.0,2.0,192.30,1359505,5,0
Tilak Varma, b Arshdeep Singh,3,4.0,14,0.0,0.0,75.00,1359505,6,1
Nehal Wadhera, b Arshdeep Singh,0,1.0,2,0.0,0.0,0.00,1359505,7,1
Jofra Archer,not out ,1,2.0,4,0.0,0.0,50.00,1359505,8,0
KL Rahul,c Yadav b Sharma,68,61.0,94,8.0,0.0,111.47,1359504,1,1
Kyle Mayers, b Rashid Khan,24,19.0,31,2.0,1.0,126.31,1359504,2,1
Krunal Pandya,st Saha b Noor Ahmad,23,23.0,36,2.0,1.0,100.00,1359504,3,1
Nicholas Pooran,c Pandya b Noor Ahmad,1,7.0,10,0.0,0.0,14.28,1359504,4,1
Ayush Badoni,run out (Shankar/Sharma),8,6.0,22,0.0,0.0,133.33,1359504,5,1
Marcus Stoinis,c Miller b Sharma,0,1.0,2,0.0,0.0,0.00,1359504,6,1
Deepak Hooda,run out (Rashid Khan/Saha),2,2.0,4,0.0,0.0,100.00,1359504,7,1
Prerak Mankad,not out ,0,0.0,4,0.0,0.0,-,1359504,8,0
Ravi Bishnoi,not out ,0,1.0,1,0.0,0.0,0.00,1359504,9,0
Ruturaj Gaikwad,run out (Umran Malik),35,30.0,50,2.0,0.0,116.66,1359503,1,1
Devon Conway,not out ,77,57.0,84,12.0,1.0,135.08,1359503,2,0
Ajinkya Rahane,c Markram b Markande,9,10.0,15,0.0,0.0,90.00,1359503,3,1
Ambati Rayudu, b Markande,9,9.0,11,1.0,0.0,100.00,1359503,4,1
Moeen Ali,not out ,6,6.0,9,1.0,0.0,100.00,1359503,5,0
David Warner,lbw b Varun,57,41.0,58,11.0,0.0,139.02,1359502,1,1
Prithvi Shaw, b Varun,13,11.0,22,2.0,0.0,118.18,1359502,2,1
Mitchell Marsh,c sub (D Wiese) b Rana,2,9.0,14,0.0,0.0,22.22,1359502,3,1
Phil Salt,c & b AS Roy,5,3.0,6,1.0,0.0,166.66,1359502,4,1
Manish Pandey,c Singh b AS Roy,21,23.0,34,2.0,0.0,91.30,1359502,5,1
Axar Patel,not out ,19,22.0,37,1.0,0.0,86.36,1359502,6,0
Aman Hakim Khan, b Rana,0,2.0,4,0.0,0.0,0.00,1359502,7,1
Lalit Yadav,not out ,4,7.0,21,0.0,0.0,57.14,1359502,8,0
Atharva Taide,lbw b Mohammed Siraj,4,2.0,5,1.0,0.0,200.00,1359501,1,1
Prabhsimran Singh, b Parnell,46,30.0,59,3.0,4.0,153.33,1359501,2,1
Matthew Short, b Hasaranga,8,7.0,9,0.0,1.0,114.28,1359501,3,1
Liam Livingstone,lbw b Mohammed Siraj,2,4.0,7,0.0,0.0,50.00,1359501,4,1
Harpreet Singh,run out (Mohammed Siraj),13,9.0,12,1.0,1.0,144.44,1359501,5,1
Sam Curran,run out (Hasaranga),10,12.0,18,1.0,0.0,83.33,1359501,6,1
Jitesh Sharma,c Shahbaz Ahmed b Patel,41,27.0,48,2.0,3.0,151.85,1359501,7,1
M Shahrukh Khan,st Karthik b Hasaranga,7,5.0,9,0.0,1.0,140.00,1359501,8,1
Harpreet Brar, b Mohammed Siraj,13,13.0,22,1.0,0.0,100.00,1359501,9,1
Nathan Ellis, b Mohammed Siraj,1,2.0,5,0.0,0.0,50.00,1359501,10,1
Arshdeep Singh,not out ,0,0.0,3,0.0,0.0,-,1359501,11,0
Yashasvi Jaiswal,c Avesh Khan b Stoinis,44,35.0,60,4.0,2.0,125.71,1359500,1,1
Jos Buttler,c Ravi Bishnoi b Stoinis,40,41.0,73,4.0,1.0,97.56,1359500,2,1
Sanju Samson,run out (Mishra/Pooran),2,4.0,8,0.0,0.0,50.00,1359500,3,1
Devdutt Padikkal,c Pooran b Avesh Khan,26,21.0,36,4.0,0.0,123.80,1359500,4,1
Shimron Hetmyer,c Rahul b Avesh Khan,2,5.0,12,0.0,0.0,40.00,1359500,5,1
Riyan Parag,not out ,15,12.0,24,1.0,1.0,125.00,1359500,6,0
Dhruv Jurel,c Hooda b Avesh Khan,0,1.0,2,0.0,0.0,0.00,1359500,7,1
Ravichandran Ashwin,not out ,3,2.0,3,0.0,0.0,150.00,1359500,8,0
Harry Brook,c Yadav b Behrendorff,9,7.0,8,2.0,0.0,128.57,1359499,1,1
Mayank Agarwal,c David b Meredith,48,41.0,76,4.0,1.0,117.07,1359499,2,1
Rahul Tripathi,c Ishan Kishan b Behrendorff,7,5.0,13,1.0,0.0,140.00,1359499,3,1
Aiden Markram,c Shokeen b Green,22,17.0,26,1.0,1.0,129.41,1359499,4,1
Abhishek Sharma,c David b Chawla,1,2.0,5,0.0,0.0,50.00,1359499,5,1
Heinrich Klaasen,c David b Chawla,36,16.0,24,4.0,2.0,225.00,1359499,6,1
Abdul Samad,run out (Shokeen/Ishan Kishan),9,12.0,34,1.0,0.0,75.00,1359499,7,1
Marco Jansen,c David b Meredith,13,6.0,11,3.0,0.0,216.66,1359499,8,1
Washington Sundar,run out (David),10,6.0,8,2.0,0.0,166.66,1359499,9,1
Bhuvneshwar Kumar,c Sharma b Tendulkar,2,5.0,16,0.0,0.0,40.00,1359499,10,1
Mayank Markande,not out ,2,2.0,4,0.0,0.0,100.00,1359499,11,0
Virat Kohli, b Akash Singh,6,4.0,3,1.0,0.0,150.00,1359498,1,1
Faf du Plessis,c Dhoni b Ali,62,33.0,64,5.0,4.0,187.87,1359498,2,1
Mahipal Lomror,c Gaikwad b Deshpande,0,5.0,7,0.0,0.0,0.00,1359498,3,1
Glenn Maxwell,c Dhoni b Theekshana,76,36.0,46,3.0,8.0,211.11,1359498,4,1
Shahbaz Ahmed,c Gaikwad b Pathirana,12,10.0,29,0.0,1.0,120.00,1359498,5,1
Dinesh Karthik,c Theekshana b Deshpande,28,14.0,15,3.0,1.0,200.00,1359498,6,1
Suyash Prabhudessai,c Jadeja b Pathirana,19,11.0,20,0.0,2.0,172.72,1359498,7,1
Wayne Parnell,c Dube b Deshpande,2,5.0,7,0.0,0.0,40.00,1359498,8,1
Wanindu Hasaranga,not out ,2,2.0,10,0.0,0.0,100.00,1359498,9,0
Yashasvi Jaiswal,c Shubman Gill b Pandya,1,7.0,9,0.0,0.0,14.28,1359497,1,1
Jos Buttler, b Mohammed Shami,0,5.0,14,0.0,0.0,0.00,1359497,2,1
Devdutt Padikkal,c Sharma b Rashid Khan,26,25.0,38,2.0,2.0,104.00,1359497,3,1
Sanju Samson,c Miller b Noor Ahmad,60,32.0,61,3.0,6.0,187.50,1359497,4,1
Riyan Parag,c Miller b Rashid Khan,5,7.0,10,0.0,0.0,71.42,1359497,5,1
Shimron Hetmyer,not out ,56,26.0,44,2.0,5.0,215.38,1359497,6,0
Dhruv Jurel,c Sharma b Mohammed Shami,18,10.0,19,2.0,1.0,180.00,1359497,7,1
Ravichandran Ashwin,c Tewatia b Mohammed Shami,10,3.0,4,1.0,1.0,333.33,1359497,8,1
Trent Boult,not out ,0,1.0,3,0.0,0.0,0.00,1359497,9,0
Rohit Sharma,c Yadav b Suyash Sharma,20,13.0,25,1.0,2.0,153.84,1359496,1,1
Ishan Kishan, b Varun,58,25.0,39,5.0,5.0,232.00,1359496,2,1
Suryakumar Yadav,c Rahmanullah Gurbaz b Thakur,43,25.0,63,4.0,3.0,172.00,1359496,3,1
Tilak Varma, b Suyash Sharma,30,25.0,32,3.0,1.0,120.00,1359496,4,1
Tim David,not out ,24,13.0,27,1.0,2.0,184.61,1359496,5,0
Nehal Wadhera,c Rahmanullah Gurbaz b Ferguson,6,4.0,7,1.0,0.0,150.00,1359496,6,1
Cameron Green,not out ,1,1.0,3,0.0,0.0,100.00,1359496,7,0
Atharva Taide,c Avesh Khan b Yudhvir Singh,0,3.0,3,0.0,0.0,0.00,1359495,1,1
Prabhsimran Singh, b Yudhvir Singh,4,4.0,12,1.0,0.0,100.00,1359495,2,1
Matthew Short,c Stoinis b Gowtham,34,22.0,30,5.0,1.0,154.54,1359495,3,1
Harpreet Singh,c sub (PN Mankad) b Pandya,22,22.0,41,3.0,0.0,100.00,1359495,4,1
Sikandar Raza,c Stoinis b Ravi Bishnoi,57,41.0,62,4.0,3.0,139.02,1359495,5,1
Sam Curran,c Pandya b Ravi Bishnoi,6,6.0,15,1.0,0.0,100.00,1359495,6,1
Jitesh Sharma,c Rahul b Wood,2,4.0,10,0.0,0.0,50.00,1359495,7,1
M Shahrukh Khan,not out ,23,10.0,26,1.0,2.0,230.00,1359495,8,0
Harpreet Brar,c Pooran b Wood,6,4.0,10,1.0,0.0,150.00,1359495,9,1
Kagiso Rabada,not out ,0,1.0,4,0.0,0.0,0.00,1359495,10,0
David Warner,c Kohli b Vyshak,19,13.0,33,4.0,0.0,146.15,1359494,1,1
Prithvi Shaw,run out (Anuj Rawat),0,2.0,4,0.0,0.0,0.00,1359494,2,1
Mitchell Marsh,c Kohli b Parnell,0,4.0,7,0.0,0.0,0.00,1359494,3,1
Yash Dhull,lbw b Mohammed Siraj,1,4.0,6,0.0,0.0,25.00,1359494,4,1
Manish Pandey,lbw b Hasaranga,50,38.0,59,5.0,1.0,131.57,1359494,5,1
Abishek Porel,c Parnell b Patel,5,8.0,17,0.0,0.0,62.50,1359494,6,1
Axar Patel,c Mohammed Siraj b Vyshak,21,14.0,18,3.0,0.0,150.00,1359494,7,1
Aman Hakim Khan,c Kohli b Mohammed Siraj,18,10.0,27,1.0,1.0,180.00,1359494,8,1
Lalit Yadav,c Maxwell b Vyshak,4,7.0,10,0.0,0.0,57.14,1359494,9,1
Anrich Nortje,not out ,23,14.0,19,4.0,0.0,164.28,1359494,10,0
Kuldeep Yadav,not out ,7,6.0,10,1.0,0.0,116.66,1359494,11,0
Rahmanullah Gurbaz,c Umran Malik b Kumar,0,3.0,3,0.0,0.0,0.00,1359493,1,1
Narayan Jagadeesan,c sub (GD Phillips) b Markande,36,21.0,41,5.0,1.0,171.42,1359493,2,1
Venkatesh Iyer,c Markram b Jansen,10,11.0,15,2.0,0.0,90.90,1359493,3,1
Sunil Narine,c Markram b Jansen,0,1.0,2,0.0,0.0,0.00,1359493,4,1
Nitish Rana,c Washington Sundar b Natarajan,75,41.0,67,5.0,6.0,182.92,1359493,5,1
Andre Russell,c Jansen b Markande,3,6.0,10,0.0,0.0,50.00,1359493,6,1
Rinku Singh,not out ,58,31.0,51,4.0,4.0,187.09,1359493,7,0
Shardul Thakur,c Washington Sundar b Umran Malik,12,7.0,15,2.0,0.0,171.42,1359493,8,1
Umesh Yadav,not out ,1,1.0,4,0.0,0.0,100.00,1359493,9,0
Wriddhiman Saha,c Short b Rabada,30,19.0,-,5.0,0.0,157.89,1359492,1,1
Shubman Gill, b Curran,67,49.0,-,7.0,1.0,136.73,1359492,2,1
Sai Sudharsan,c Prabhsimran Singh b Arshdeep Singh,19,20.0,-,2.0,0.0,95.00,1359492,3,1
Hardik Pandya,c Curran b Harpreet Brar,8,11.0,-,1.0,0.0,72.72,1359492,4,1
David Miller,not out ,17,18.0,-,1.0,0.0,94.44,1359492,5,0
Rahul Tewatia,not out ,5,2.0,-,1.0,0.0,250.00,1359492,6,0
Ruturaj Gaikwad,c Jaiswal b Sandeep Sharma,8,10.0,14,1.0,0.0,80.00,1359491,1,1
Devon Conway,c Jaiswal b Chahal,50,38.0,82,6.0,0.0,131.57,1359491,2,1
Ajinkya Rahane,lbw b Ashwin,31,19.0,38,2.0,1.0,163.15,1359491,3,1
Shivam Dube,lbw b Ashwin,8,9.0,13,1.0,0.0,88.88,1359491,4,1
Moeen Ali,c Sandeep Sharma b Zampa,7,10.0,12,0.0,0.0,70.00,1359491,5,1
Ambati Rayudu,c Hetmyer b Chahal,1,2.0,4,0.0,0.0,50.00,1359491,6,1
Ravindra Jadeja,not out ,25,15.0,35,1.0,2.0,166.66,1359491,7,0
MS Dhoni,not out ,32,17.0,30,1.0,3.0,188.23,1359491,8,0
Rohit Sharma,c Abishek Porel b Mustafizur Rahman,65,45.0,86,6.0,4.0,144.44,1359490,1,1
Ishan Kishan,run out (Mukesh Kumar/Lalit Yadav),31,26.0,32,6.0,0.0,119.23,1359490,2,1
Tilak Varma,c Pandey b Mukesh Kumar,41,29.0,42,1.0,4.0,141.37,1359490,3,1
Suryakumar Yadav,c Kuldeep Yadav b Mukesh Kumar,0,1.0,3,0.0,0.0,0.00,1359490,4,1
Tim David,not out ,13,11.0,27,0.0,1.0,118.18,1359490,5,0
Cameron Green,not out ,17,8.0,20,1.0,1.0,212.50,1359490,6,0
Kyle Mayers, b Mohammed Siraj,0,3.0,5,0.0,0.0,0.00,1359489,1,1
KL Rahul,c Kohli b Mohammed Siraj,18,20.0,61,1.0,0.0,90.00,1359489,2,1
Deepak Hooda,c Karthik b Parnell,9,10.0,19,1.0,0.0,90.00,1359489,3,1
Krunal Pandya,c Karthik b Parnell,0,2.0,3,0.0,0.0,0.00,1359489,4,1
Marcus Stoinis,c Shahbaz Ahmed b Sharma,65,30.0,32,6.0,5.0,216.66,1359489,5,1
Nicholas Pooran,c Shahbaz Ahmed b Mohammed Siraj,62,19.0,38,4.0,7.0,326.31,1359489,6,1
Ayush Badoni,hit wicket b Parnell,30,24.0,45,4.0,0.0,125.00,1359489,7,1
Jaydev Unadkat,c du Plessis b Patel,9,7.0,19,1.0,0.0,128.57,1359489,8,1
Mark Wood, b Patel,1,2.0,6,0.0,0.0,50.00,1359489,9,1
Ravi Bishnoi,not out ,3,2.0,8,0.0,0.0,150.00,1359489,10,0
Avesh Khan,not out ,0,1.0,3,0.0,0.0,0.00,1359489,11,0
Harry Brook, b Arshdeep Singh,13,14.0,18,3.0,0.0,92.85,1359488,1,1
Mayank Agarwal,c Curran b Chahar,21,20.0,38,3.0,0.0,105.00,1359488,2,1
Rahul Tripathi,not out ,74,48.0,61,10.0,3.0,154.16,1359488,3,0
Aiden Markram,not out ,37,21.0,41,6.0,0.0,176.19,1359488,4,0
Rahmanullah Gurbaz,c Yash Dayal b Mohammed Shami,15,12.0,13,1.0,1.0,125.00,1359487,1,1
Narayan Jagadeesan,c Manohar b Little,6,8.0,21,1.0,0.0,75.00,1359487,2,1
Venkatesh Iyer,c Shubman Gill b Joseph,83,40.0,64,8.0,5.0,207.50,1359487,3,1
Nitish Rana,c Mohammed Shami b Joseph,45,29.0,42,4.0,3.0,155.17,1359487,4,1
Rinku Singh,not out ,48,21.0,43,1.0,6.0,228.57,1359487,5,0
Andre Russell,c sub (KS Bharat) b Rashid Khan,1,2.0,6,0.0,0.0,50.00,1359487,6,1
Sunil Narine,c sub (J Yadav) b Rashid Khan,0,1.0,2,0.0,0.0,0.00,1359487,7,1
Shardul Thakur,lbw b Rashid Khan,0,1.0,3,0.0,0.0,0.00,1359487,8,1
Umesh Yadav,not out ,5,6.0,19,0.0,0.0,83.33,1359487,9,0
Devon Conway, b Behrendorff,0,4.0,4,0.0,0.0,0.00,1359486,1,1
Ruturaj Gaikwad,not out ,40,36.0,80,2.0,1.0,111.11,1359486,2,0
Ajinkya Rahane,c Yadav b Chawla,61,27.0,33,7.0,3.0,225.92,1359486,3,1
Shivam Dube, b Kartikeya,28,26.0,28,2.0,1.0,107.69,1359486,4,1
Ambati Rayudu,not out ,20,16.0,16,3.0,0.0,125.00,1359486,5,0
Prithvi Shaw,c Samson b Boult,0,3.0,4,0.0,0.0,0.00,1359485,1,1
David Warner,lbw b Chahal,65,55.0,102,7.0,0.0,118.18,1359485,2,1
Manish Pandey,lbw b Boult,0,1.0,3,0.0,0.0,0.00,1359485,3,1
Rilee Rossouw,c Jaiswal b R Ashwin,14,12.0,24,2.0,0.0,116.66,1359485,4,1
Lalit Yadav, b Boult,38,24.0,35,5.0,0.0,158.33,1359485,5,1
Axar Patel,st Samson b Chahal,2,6.0,12,0.0,0.0,33.33,1359485,6,1
Rovman Powell,c Hetmyer b R Ashwin,2,2.0,6,0.0,0.0,100.00,1359485,7,1
Abishek Porel,c Hetmyer b Chahal,7,9.0,18,1.0,0.0,77.77,1359485,8,1
Kuldeep Yadav,not out ,3,7.0,9,0.0,0.0,42.85,1359485,9,0
Anrich Nortje, b Sandeep Sharma,0,1.0,3,0.0,0.0,0.00,1359485,10,1
Mukesh Kumar,not out ,1,1.0,3,0.0,0.0,100.00,1359485,11,0
Kyle Mayers,c Agarwal b Fazalhaq Farooqi,13,14.0,22,2.0,0.0,92.85,1359484,1,1
KL Rahul,lbw b Rashid,35,31.0,74,4.0,0.0,112.90,1359484,2,1
Deepak Hooda,c & b Kumar,7,8.0,10,0.0,1.0,87.50,1359484,3,1
Krunal Pandya,c Anmolpreet Singh b Umran Malik,34,23.0,33,4.0,1.0,147.82,1359484,4,1
Marcus Stoinis,not out ,10,13.0,22,2.0,0.0,76.92,1359484,5,0
Romario Shepherd,lbw b Rashid,0,1.0,3,0.0,0.0,0.00,1359484,6,1
Nicholas Pooran,not out ,11,6.0,7,1.0,1.0,183.33,1359484,7,0
Virat Kohli, b Narine,21,18.0,20,3.0,0.0,116.66,1359483,1,1
Faf du Plessis, b Varun,23,12.0,24,2.0,2.0,191.66,1359483,2,1
Michael Bracewell,c Rana b Thakur,19,18.0,33,1.0,1.0,105.55,1359483,3,1
Glenn Maxwell, b Varun,5,7.0,9,1.0,0.0,71.42,1359483,4,1
Harshal Patel, b Varun,0,2.0,3,0.0,0.0,0.00,1359483,5,1
Shahbaz Ahmed,c Thakur b Narine,1,5.0,6,0.0,0.0,20.00,1359483,6,1
Dinesh Karthik,c Varun b Suyash Sharma,9,8.0,23,1.0,0.0,112.50,1359483,7,1
Anuj Rawat,c Narine b Suyash Sharma,1,5.0,5,0.0,0.0,20.00,1359483,8,1
David Willey,not out ,20,20.0,28,2.0,0.0,100.00,1359483,9,0
Karn Sharma,c Rana b Suyash Sharma,1,3.0,11,0.0,0.0,33.33,1359483,10,1
Akash Deep,c & b Varun,17,8.0,14,2.0,1.0,212.50,1359483,11,1
Yashasvi Jaiswal,c sub (MW Short) b Arshdeep Singh,11,8.0,12,1.0,1.0,137.50,1359482,1,1
Ravichandran Ashwin,c S Dhawan b Arshdeep Singh,0,4.0,23,0.0,0.0,0.00,1359482,2,1
Jos Buttler,c & b Ellis,19,11.0,24,1.0,1.0,172.72,1359482,3,1
Sanju Samson,c sub (MW Short) b Ellis,42,25.0,39,5.0,1.0,168.00,1359482,4,1
Devdutt Padikkal, b Ellis,21,26.0,47,1.0,0.0,80.76,1359482,5,1
Riyan Parag,c Shahrukh Khan b Ellis,20,12.0,16,1.0,2.0,166.66,1359482,6,1
Shimron Hetmyer,run out (Shahrukh Khan/Curran),36,18.0,35,1.0,3.0,200.00,1359482,7,1
Dhruv Jurel,not out ,32,15.0,32,3.0,2.0,213.33,1359482,8,0
Jason Holder,not out ,1,1.0,4,0.0,0.0,100.00,1359482,9,0
Wriddhiman Saha, b Nortje,14,7.0,9,2.0,1.0,200.00,1359481,1,1
Shubman Gill, b Nortje,14,13.0,19,3.0,0.0,107.69,1359481,2,1
Sai Sudharsan,not out ,62,48.0,92,4.0,2.0,129.16,1359481,3,0
Hardik Pandya,c Abishek Porel b Ahmed,5,4.0,12,1.0,0.0,125.00,1359481,4,1
Vijay Shankar,lbw b Marsh,29,23.0,40,3.0,0.0,126.08,1359481,5,1
David Miller,not out ,31,16.0,28,2.0,2.0,193.75,1359481,6,0
KL Rahul,c Gaikwad b Ali,20,18.0,42,2.0,0.0,111.11,1359480,1,1
Kyle Mayers,c Conway b Ali,53,22.0,35,8.0,2.0,240.90,1359480,2,1
Deepak Hooda,c Stokes b Santner,2,6.0,6,0.0,0.0,33.33,1359480,3,1
Krunal Pandya,c Jadeja b Ali,9,9.0,14,0.0,1.0,100.00,1359480,4,1
Marcus Stoinis, b Ali,21,18.0,26,0.0,1.0,116.66,1359480,5,1
Nicholas Pooran,c Stokes b Deshpande,32,18.0,28,2.0,3.0,177.77,1359480,6,1
Ayush Badoni,c Dhoni b Deshpande,23,18.0,38,0.0,0.0,127.77,1359480,7,1
Krishnappa Gowtham,not out ,17,11.0,26,0.0,1.0,154.54,1359480,8,0
Mark Wood,not out ,10,3.0,2,1.0,1.0,333.33,1359480,9,0
Virat Kohli,not out ,82,49.0,75,6.0,5.0,167.34,1359479,1,0
Faf du Plessis,c David b Arshad Khan,73,43.0,66,5.0,6.0,169.76,1359479,2,1
Dinesh Karthik,c Tilak Varma b Green,0,3.0,6,0.0,0.0,0.00,1359479,3,1
Glenn Maxwell,not out ,12,3.0,5,0.0,2.0,400.00,1359479,4,0
Abhishek Sharma, b Boult,0,3.0,3,0.0,0.0,0.00,1359478,1,1
Mayank Agarwal,c Buttler b Chahal,27,23.0,56,3.0,0.0,117.39,1359478,2,1
Rahul Tripathi,c Holder b Boult,0,2.0,6,0.0,0.0,0.00,1359478,3,1
Harry Brook, b Chahal,13,21.0,28,1.0,0.0,61.90,1359478,4,1
Washington Sundar,c Hetmyer b Holder,1,5.0,10,0.0,0.0,20.00,1359478,5,1
Glenn Phillips,c Asif b Ashwin,8,6.0,6,0.0,1.0,133.33,1359478,6,1
Abdul Samad,not out ,32,32.0,51,2.0,1.0,100.00,1359478,7,0
Adil Rashid,st Samson b Chahal,18,13.0,17,1.0,1.0,138.46,1359478,8,1
Bhuvneshwar Kumar, b Chahal,6,10.0,20,0.0,0.0,60.00,1359478,9,1
Umran Malik,not out ,19,8.0,12,1.0,2.0,237.50,1359478,10,0
Prithvi Shaw, b Wood,12,9.0,24,2.0,0.0,133.33,1359477,1,1
David Warner,c Gowtham b Avesh Khan,56,48.0,87,7.0,0.0,116.66,1359477,2,1
Mitchell Marsh, b Wood,0,1.0,2,0.0,0.0,0.00,1359477,3,1
Sarfaraz Khan,c Gowtham b Wood,4,9.0,16,1.0,0.0,44.44,1359477,4,1
Rilee Rossouw,c Mayers b Ravi Bishnoi,30,20.0,24,3.0,1.0,150.00,1359477,5,1
Rovman Powell,lbw b Ravi Bishnoi,1,3.0,11,0.0,0.0,33.33,1359477,6,1
Aman Hakim Khan,c Pooran b Avesh Khan,4,5.0,11,0.0,0.0,80.00,1359477,7,1
Axar Patel,c sub (PN Mankad) b Wood,16,11.0,21,1.0,1.0,145.45,1359477,8,1
Kuldeep Yadav,not out ,6,10.0,22,0.0,0.0,60.00,1359477,9,0
Chetan Sakariya,c Pandya b Wood,4,4.0,5,1.0,0.0,100.00,1359477,10,1
Mukesh Kumar,not out ,0,1.0,1,0.0,0.0,0.00,1359477,11,0
Mandeep Singh,c Curran b Arshdeep Singh,2,4.0,7,0.0,0.0,50.00,1359476,1,1
Rahmanullah Gurbaz, b Ellis,22,16.0,26,3.0,1.0,137.50,1359476,2,1
Anukul Roy,c Sikandar Raza b Arshdeep Singh,4,5.0,5,1.0,0.0,80.00,1359476,3,1
Venkatesh Iyer,c Chahar b Arshdeep Singh,34,28.0,66,3.0,1.0,121.42,1359476,4,1
Nitish Rana,c Chahar b Sikandar Raza,24,17.0,23,3.0,1.0,141.17,1359476,5,1
Rinku Singh,c Sikandar Raza b Chahar,4,4.0,5,0.0,0.0,100.00,1359476,6,1
Andre Russell,c Sikandar Raza b Curran,35,19.0,24,3.0,2.0,184.21,1359476,7,1
Shardul Thakur,not out ,8,3.0,8,0.0,1.0,266.66,1359476,8,0
Sunil Narine,not out ,7,2.0,4,0.0,1.0,350.00,1359476,9,0
Wriddhiman Saha,c Dube b Hangargekar,25,16.0,-,2.0,2.0,156.25,1359475,1,1
Shubman Gill,c Gaikwad b Deshpande,63,36.0,-,6.0,3.0,175.00,1359475,2,1
